text,label,pmid,pmcid,fetching_date,cui,normalized_name,normalization_source,url
mouse,ORGANISM,40775202,40775202,2025-08-18 15:46:56.361,C1331371,Mouse (rodent),MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C1331371
gc cell lines,CELL,40775202,40775202,2025-08-18 15:46:56.361,,,,
anti-pd-1,SIMPLE_CHEMICAL,40775202,40775202,2025-08-18 15:46:56.361,C5205393,Anti-PD-1/Anti-PD-L1 Bispecific Antibody LY3434172,NCI,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C5205393
pdx mouse,SIMPLE_CHEMICAL,40775202,40775202,2025-08-18 15:46:56.361,C1528564,"Pdx1 protein, mouse",MSH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C1528564
gc,CANCER,40775202,40775202,2025-08-18 15:46:56.361,,,,
t cell,CELL,40775202,40775202,2025-08-18 15:46:56.361,C0039194,T-Lymphocyte,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0039194
ulbp2 car-t cells,CELL,40775202,40775202,2025-08-18 15:46:56.361,,,,
caf,CANCER,40775202,40775202,2025-08-18 15:46:56.361,C0006644,caffeine,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0006644
humans t-lymphocytes,ORGANISM,40775000,40775000,2025-08-18 15:46:56.458,C0359156,rabbit anti-human T-lymphocyte globulin,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0359156
aged,GENE_OR_GENE_PRODUCT,40775000,40775000,2025-08-18 15:46:56.458,C1999167,Old age,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C1999167
stomach neoplasms aged,CANCER,40775000,40775000,2025-08-18 15:46:56.458,,,,
esophageal neoplasms esophagogastric,CANCER,40775000,40775000,2025-08-18 15:46:56.458,C5566230,Site of excised primary malignant neoplasm of esophagus relative to esophagogastric junction in esophageal resection specimen,SNOMEDCT_US,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C5566230
gastric,ORGAN,40775000,40775000,2025-08-18 15:46:56.458,C1704242,Gastric (qualifier value),MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C1704242
gastroesophageal junction,PATHOLOGICAL_FORMATION,40775000,40775000,2025-08-18 15:46:56.458,C0014871,Esophagogastric Junction,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0014871
cancer,CANCER,40775000,40775000,2025-08-18 15:46:56.458,C0006826,Malignant Neoplasms,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0006826
t cells,CELL,40775000,40775000,2025-08-18 15:46:56.458,C0039194,T-Lymphocyte,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0039194
gastroesophageal,MULTI_TISSUE_STRUCTURE,40775000,40775000,2025-08-18 15:46:56.458,C0744316,gastroesophageal,CHV,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0744316
g/gej,CANCER,40775000,40775000,2025-08-18 15:46:56.458,,,,
peripheral blood regulatory t,ORGANISM_SUBSTANCE,40775000,40775000,2025-08-18 15:46:56.458,,,,
patients,ORGANISM,40775000,40775000,2025-08-18 15:46:56.458,C0030705,Patients,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0030705
g/gej cancer,CANCER,40775000,40775000,2025-08-18 15:46:56.458,,,,
d2 radical,SIMPLE_CHEMICAL,40775000,40775000,2025-08-18 15:46:56.458,,,,
treg cells,CELL,40775000,40775000,2025-08-18 15:46:56.458,C5563618,Low Treg cells,OMIM,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C5563618
t/treg,MULTI_TISSUE_STRUCTURE,40775000,40775000,2025-08-18 15:46:56.458,C5182770,T-cell regulatory (Treg) subsets panel | Blood | Cellmarker Panels,LNC,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C5182770
cd4+/treg,SIMPLE_CHEMICAL,40775000,40775000,2025-08-18 15:46:56.458,C5139084,Abnormal CD4+CD25+ regulatory T cell proportion,HPO,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C5139084
treg cell,CANCER,40775000,40775000,2025-08-18 15:46:56.458,C0039198,Regulatory T-Lymphocytes,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0039198
g/gej cancer patients,CANCER,40775000,40775000,2025-08-18 15:46:56.458,,,,
tumor,CANCER,40775000,40775000,2025-08-18 15:46:56.458,C0027651,Neoplasms,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0027651
humans stomach neoplasms,ORGANISM,40774945,40774945,2025-08-18 15:46:56.559,,,,
adenosine cell line,ORGANISM,40774945,40774945,2025-08-18 15:46:56.559,,,,
tumor animals gene,CANCER,40774945,40774945,2025-08-18 15:46:56.559,,,,
neoplastic cell,CELL,40774945,40774945,2025-08-18 15:46:56.559,C0597032,Neoplastic Cell,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0597032
cell,CELL,40774945,40774945,2025-08-18 15:46:56.559,C0007634,Cells,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0007634
mice mice,ORGANISM,40774945,40774945,2025-08-18 15:46:56.559,C0025914,House mice,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0025914
nude mice,ORGANISM,40774945,40774945,2025-08-18 15:46:56.559,C0025932,"Mice, Nude",MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0025932
inbred balb c,CELL,40774945,40774945,2025-08-18 15:46:56.559,C0025919,"Mice, Inbred BALB C",MSH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0025919
gastric cancer,CANCER,40774945,40774945,2025-08-18 15:46:56.559,C0024623,Malignant neoplasm of stomach,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0024623
human malignant tumors,ORGANISM,40774945,40774945,2025-08-18 15:46:56.559,C0665820,"DMBT1 protein, human",MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0665820
m6a,SIMPLE_CHEMICAL,40774945,40774945,2025-08-18 15:46:56.559,C1424999,METTL3 gene,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C1424999
zc3h13,GENE_OR_GENE_PRODUCT,40774945,40774945,2025-08-18 15:46:56.559,C1823928,ZC3H13 gene,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C1823928
acrg,GENE_OR_GENE_PRODUCT,40774945,40774945,2025-08-18 15:46:56.559,C1428336,COMMD6 gene,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C1428336
merip-seq,GENE_OR_GENE_PRODUCT,40774945,40774945,2025-08-18 15:46:56.559,C5707727,N6-Methyladenine RNA Immunoprecipitation-Sequencing,NCI,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C5707727
tissues,TISSUE,40774945,40774945,2025-08-18 15:46:56.559,C0040300,Body tissue,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0040300
patients,ORGANISM,40774945,40774945,2025-08-18 15:46:56.559,C0030705,Patients,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0030705
gc cells,CELL,40774945,40774945,2025-08-18 15:46:56.559,C1333296,Activated B-cell type diffuse large B-cell lymphoma,MDR,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C1333296
n6-methyladenosine,SIMPLE_CHEMICAL,40774945,40774945,2025-08-18 15:46:56.559,C0067228,N-methyladenosine,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0067228
epithelial-mesenchymal,CELL,40774945,40774945,2025-08-18 15:46:56.559,C1523298,epithelial to mesenchymal transition,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C1523298
humans biomarkers,ORGANISM,40771813,40771813,2025-08-18 15:46:56.661,C5944676,"Oncology (cervix), mRNA gene expression profiling of 14 biomarkers (E6 and E7 of the highest-risk human papillomavirus [HPV] types 16, 18, 31, 33, 45, 52, 58), by real-time nucleic acid sequence-based amplification (NASBA), exo- or endocervical epithelial cells, algorithm reported as positive or negative for increased risk of cervical dysplasia or cancer for each biomarker",CPT,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C5944676
tumor,CANCER,40771813,40771813,2025-08-18 15:46:56.661,C0027651,Neoplasms,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0027651
neoplasms autonomic nervous system,CANCER,40771813,40771813,2025-08-18 15:46:56.661,C1332356,Neoplasm of the autonomic nervous system,HPO,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C1332356
immune checkpoint,CELL,40771813,40771813,2025-08-18 15:46:56.661,C4684977,Immune Checkpoint Inhibitors,MSH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C4684977
neoplastic gene,PATHOLOGICAL_FORMATION,40771813,40771813,2025-08-18 15:46:56.661,C0314609,Neoplastic structural gene,SNOMEDCT_US,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0314609
single-cell,CELL,40771813,40771813,2025-08-18 15:46:56.661,C5554878,Single Cell Specimen,NCI,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C5554878
cancer,CANCER,40771813,40771813,2025-08-18 15:46:56.661,C0006826,Malignant Neoplasms,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0006826
patients,ORGANISM,40771813,40771813,2025-08-18 15:46:56.661,C0030705,Patients,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0030705
autonomic nervous system development-related,CANCER,40771813,40771813,2025-08-18 15:46:56.661,,,,
humans stomach neoplasms tumor,ORGANISM,40771810,40771810,2025-08-18 15:46:56.750,,,,
lymphocytes,CELL,40771810,40771810,2025-08-18 15:46:56.750,C1550651,Specimen Type - Lymphocytes,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C1550651
tumor-infiltrating intracellular signaling peptides,CELL,40771810,40771810,2025-08-18 15:46:56.750,,,,
t-lymphocytes t-lymphocytes pygo2 gastric cancer,CANCER,40771810,40771810,2025-08-18 15:46:56.750,,,,
single-cell,CELL,40771810,40771810,2025-08-18 15:46:56.750,C5554878,Single Cell Specimen,NCI,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C5554878
gastric cancer,CANCER,40771810,40771810,2025-08-18 15:46:56.750,C0024623,Malignant neoplasm of stomach,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0024623
human,ORGANISM,40771810,40771810,2025-08-18 15:46:56.750,C0086418,Homo sapiens,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0086418
tumor,CANCER,40771810,40771810,2025-08-18 15:46:56.750,C0027651,Neoplasms,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0027651
pygo2,GENE_OR_GENE_PRODUCT,40771810,40771810,2025-08-18 15:46:56.750,C1538759,PYGO2 gene,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C1538759
t cells,CELL,40771810,40771810,2025-08-18 15:46:56.750,C0039194,T-Lymphocyte,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0039194
humans exosomes tumor microenvironment stomach neoplasms animals immunotherapy exosomes gastric cancer,ORGANISM,40771798,40771798,2025-08-18 15:46:56.840,,,,
tumor,CANCER,40771798,40771798,2025-08-18 15:46:56.840,C0027651,Neoplasms,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0027651
gastric cancer,CANCER,40771798,40771798,2025-08-18 15:46:56.840,C0024623,Malignant neoplasm of stomach,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0024623
cancer,CANCER,40771798,40771798,2025-08-18 15:46:56.840,C0006826,Malignant Neoplasms,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0006826
patient,ORGANISM,40771798,40771798,2025-08-18 15:46:56.840,C1705908,Veterinary Patient,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C1705908
exosomes,CELLULAR_COMPONENT,40771798,40771798,2025-08-18 15:46:56.840,C2350332,Exosomes,MSH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C2350332
extracellular vesicles,CELLULAR_COMPONENT,40771798,40771798,2025-08-18 15:46:56.840,C3894683,Extracellular Vesicles,MSH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C3894683
evs,CELLULAR_COMPONENT,40771798,40771798,2025-08-18 15:46:56.840,C0560135,electronvolt,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0560135
cell,CELL,40771798,40771798,2025-08-18 15:46:56.840,C0007634,Cells,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0007634
dna,CELLULAR_COMPONENT,40771798,40771798,2025-08-18 15:46:56.840,C0012854,DNA,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0012854
lipids,SIMPLE_CHEMICAL,40771798,40771798,2025-08-18 15:46:56.840,C0023779,Lipids,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0023779
exosomes,SIMPLE_CHEMICAL,40771798,40771798,2025-08-18 15:46:56.840,C2350332,Exosomes,MSH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C2350332
cancer cells,CELL,40771798,40771798,2025-08-18 15:46:56.840,C0334227,"Tumor cells, malignant",SNOMEDCT_US,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0334227
immune cell-derived exosomes,CELL,40771798,40771798,2025-08-18 15:46:56.840,,,,
exosome-targeted,GENE_OR_GENE_PRODUCT,40771798,40771798,2025-08-18 15:46:56.840,C5379991,nuclear exosome targeting complex,GO,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C5379991
humans stomach neoplasms,ORGANISM,40770796,40770796,2025-08-18 15:46:56.937,,,,
aged,GENE_OR_GENE_PRODUCT,40770796,40770796,2025-08-18 15:46:56.937,C1999167,Old age,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C1999167
stomach cancer stomach cancer,CANCER,40770796,40770796,2025-08-18 15:46:56.937,C0559116,FH: Stomach cancer,SNOMEDCT_US,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0559116
cancers,CANCER,40770796,40770796,2025-08-18 15:46:56.937,C0006826,Malignant Neoplasms,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0006826
stomach cancer,CANCER,40770796,40770796,2025-08-18 15:46:56.937,C0024623,Malignant neoplasm of stomach,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0024623
humans male stomach neoplasms ramucirumab aged,ORGANISM,40770215,40770215,2025-08-18 15:46:57.024,,,,
nivolumab,SIMPLE_CHEMICAL,40770215,40770215,2025-08-18 15:46:57.024,C3657270,nivolumab,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C3657270
taxoids,SIMPLE_CHEMICAL,40770215,40770215,2025-08-18 15:46:57.024,C1257832,Taxoids,MSH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C1257832
paclitaxel,SIMPLE_CHEMICAL,40770215,40770215,2025-08-18 15:46:57.024,C0144576,paclitaxel,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0144576
gastric cancer nivolumab taxane taxane,CANCER,40770215,40770215,2025-08-18 15:46:57.024,,,,
ramucirumab,SIMPLE_CHEMICAL,40770215,40770215,2025-08-18 15:46:57.024,C2742502,ramucirumab,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C2742502
second-line,SIMPLE_CHEMICAL,40770215,40770215,2025-08-18 15:46:57.024,C1710038,Second line treatment,SNOMEDCT_US,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C1710038
gastric cancer,CANCER,40770215,40770215,2025-08-18 15:46:57.024,C0024623,Malignant neoplasm of stomach,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0024623
agc,CANCER,40770215,40770215,2025-08-18 15:46:57.024,C5939005,AGC,LNC,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C5939005
taxane,SIMPLE_CHEMICAL,40770215,40770215,2025-08-18 15:46:57.024,C0215136,taxane,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0215136
patients,ORGANISM,40770215,40770215,2025-08-18 15:46:57.024,C0030705,Patients,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0030705
humans stomach neoplasms cystathionine beta-synthase adenocarcinoma cell line,ORGANISM,40770005,40770005,2025-08-18 15:46:57.116,,,,
tumor,CANCER,40770005,40770005,2025-08-18 15:46:57.116,C0027651,Neoplasms,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0027651
cell,CELL,40770005,40770005,2025-08-18 15:46:57.116,C0007634,Cells,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0007634
amino acids,AMINO_ACID,40770005,40770005,2025-08-18 15:46:57.116,C0002520,Amino Acids,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0002520
sulfur,SIMPLE_CHEMICAL,40770005,40770005,2025-08-18 15:46:57.116,C0038774,sulfur,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0038774
aged,GENE_OR_GENE_PRODUCT,40770005,40770005,2025-08-18 15:46:57.116,C1999167,Old age,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C1999167
neoplastic glutathione,CANCER,40770005,40770005,2025-08-18 15:46:57.116,,,,
networks,CANCER,40770005,40770005,2025-08-18 15:46:57.116,C1882071,Network,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C1882071
cystathionine beta-synthase immunotherapy,SIMPLE_CHEMICAL,40770005,40770005,2025-08-18 15:46:57.116,,,,
stomach adenocarcinoma,CANCER,40770005,40770005,2025-08-18 15:46:57.116,C0278701,Gastric Adenocarcinoma,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0278701
saas,CELLULAR_COMPONENT,40770005,40770005,2025-08-18 15:46:57.116,C1424886,PCSK1N gene,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C1424886
tumors,CANCER,40770005,40770005,2025-08-18 15:46:57.116,C0027651,Neoplasms,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0027651
saas,TISSUE,40770005,40770005,2025-08-18 15:46:57.116,C1424886,PCSK1N gene,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C1424886
patients,ORGANISM,40770005,40770005,2025-08-18 15:46:57.116,C0030705,Patients,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0030705
beta-synthase,SIMPLE_CHEMICAL,40770005,40770005,2025-08-18 15:46:57.116,C0010641,Cystathionine beta-Synthase,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0010641
cbs,CELL,40770005,40770005,2025-08-18 15:46:57.116,C1439329,CBS gene,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C1439329
mkn-45 cells,CELL,40770005,40770005,2025-08-18 15:46:57.116,,,,
glutathione,SIMPLE_CHEMICAL,40770005,40770005,2025-08-18 15:46:57.116,C0017817,glutathione,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0017817
gsh,SIMPLE_CHEMICAL,40770005,40770005,2025-08-18 15:46:57.116,C0017817,glutathione,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0017817
cellular,CELL,40770005,40770005,2025-08-18 15:46:57.116,C0178539,Cellular,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0178539
cells,CELL,40770005,40770005,2025-08-18 15:46:57.116,C0007634,Cells,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0007634
amino acid,AMINO_ACID,40770005,40770005,2025-08-18 15:46:57.116,C2917660,Amino Acid [EPC],MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C2917660
humans pancreatic neoplasms neuroendocrine tumors male,ORGANISM,40768514,40768514,2025-08-18 15:46:57.211,,,,
stomach neoplasms intestinal neoplasms,CANCER,40768514,40768514,2025-08-18 15:46:57.211,C0154098,"Neoplasm of uncertain behavior of stomach, intestines and rectum",SNOMEDCT_US,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0154098
carcinoma,CANCER,40768514,40768514,2025-08-18 15:46:57.211,C0007097,Carcinoma,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0007097
neuroendocrine genomics,CANCER,40768514,40768514,2025-08-18 15:46:57.211,C4064995,genome sequence analysis hereditary neuroendocrine tumor disorders panel,MEDCIN,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C4064995
tumor,CANCER,40768514,40768514,2025-08-18 15:46:57.211,C0027651,Neoplasms,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0027651
cgp,SIMPLE_CHEMICAL,40768514,40768514,2025-08-18 15:46:57.211,C3899478,Cytotoxic Granule Protein,NCI,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C3899478
tumor-specific,CANCER,40768514,40768514,2025-08-18 15:46:57.211,C1519690,Tumor Specific Peptide,NCI,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C1519690
neuroendocrine neoplasms,CANCER,40768514,40768514,2025-08-18 15:46:57.211,C0206754,Neuroendocrine Tumors,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0206754
nens,CANCER,40768514,40768514,2025-08-18 15:46:57.211,C4800025,Acrolyta nens,NCBI,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C4800025
gastroenteropancreatic neuroendocrine neoplasms,CANCER,40768514,40768514,2025-08-18 15:46:57.211,C1333799,Digestive System Neuroendocrine Neoplasm,NCI,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C1333799
gep-nens,CANCER,40768514,40768514,2025-08-18 15:46:57.211,C1333799,Digestive System Neuroendocrine Neoplasm,NCI,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C1333799
neuroendocrine tumors,CANCER,40768514,40768514,2025-08-18 15:46:57.211,C0206754,Neuroendocrine Tumors,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0206754
nets,CANCER,40768514,40768514,2025-08-18 15:46:57.211,C2717996,Mosquito Nets,MSH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C2717996
neuroendocrine carcinomas,CANCER,40768514,40768514,2025-08-18 15:46:57.211,C0206695,"Carcinoma, Neuroendocrine",MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0206695
necs,CANCER,40768514,40768514,2025-08-18 15:46:57.211,C1328479,Pancreatic Endocrine Carcinoma,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C1328479
humans stomach neoplasms female male,ORGANISM,40768000,40768000,2025-08-18 15:46:57.302,,,,
aged,GENE_OR_GENE_PRODUCT,40768000,40768000,2025-08-18 15:46:57.302,C1999167,Old age,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C1999167
cell line,CELL,40768000,40768000,2025-08-18 15:46:57.302,C0007600,Cultured Cell Line,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0007600
tumor,CANCER,40768000,40768000,2025-08-18 15:46:57.302,C0027651,Neoplasms,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0027651
phosphatidylinositol 3-kinases proto-oncogene proteins c-akt gene,SIMPLE_CHEMICAL,40768000,40768000,2025-08-18 15:46:57.302,,,,
neoplastic adult,PATHOLOGICAL_FORMATION,40768000,40768000,2025-08-18 15:46:57.302,,,,
arid1a,GENE_OR_GENE_PRODUCT,40768000,40768000,2025-08-18 15:46:57.302,C1420251,ARID1A gene,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C1420251
gastric cancer,CANCER,40768000,40768000,2025-08-18 15:46:57.302,C0024623,Malignant neoplasm of stomach,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0024623
pd-l1,GENE_OR_GENE_PRODUCT,40768000,40768000,2025-08-18 15:46:57.302,C4284303,PD-L1 Positive,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C4284303
pi3k/akt,GENE_OR_GENE_PRODUCT,40768000,40768000,2025-08-18 15:46:57.302,C1518770,PI3K-AKT Pathway Deregulation,NCI,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C1518770
stomach neoplasms humans,CANCER,40765835,40765835,2025-08-18 15:46:57.727,,,,
neoplasm biological products,CANCER,40765835,40765835,2025-08-18 15:46:57.727,,,,
gastric cancer,CANCER,40765835,40765835,2025-08-18 15:46:57.727,C0024623,Malignant neoplasm of stomach,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0024623
platinum,SIMPLE_CHEMICAL,40765835,40765835,2025-08-18 15:46:57.727,C0032207,platinum,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0032207
